Tipo,Data,Categoria,Valor,Descrição,Origem,Erro
"Anexo","19/12/2025","Outros","4.944,33","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=176368&hash=455b9a82716c6b870dfdc35dd646c6334a37de0c&filename=cairesimoveis1",""
"Anexo","17/12/2025","Internet","2.025,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=177741&hash=41b4399b9a3b654dcc07debab3ab7b40d178d7f1&filename=cairesimoveis1",""
"Anexo","19/12/2025","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=172701&hash=998f066364f33ead93ebbad220eb5bed34a9b223&filename=cairesimoveis1",""
"Anexo","19/12/2025","Internet","2.025,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=177257&hash=20dbdf98edc8768001221f6549e1cd047763ebb2&filename=cairesimoveis1",""
"Anexo","01/12/2025","Outros","310,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=172603&hash=2dd1d175efaa1fcb01930fcbce3d45626a5a3d06&filename=cairesimoveis1",""
"Anexo","01/12/2025","Outros","6,20","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=172674&hash=7d5e5920e2e3d357034d52bdc97f0c84b70ec541&filename=cairesimoveis1",""
"Anexo","04/12/2025","Internet","2.025,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=184659&hash=f4967b37cd3793c5ecb7fa0857123d747ff75d30&filename=cairesimoveis1",""
"Anexo","04/12/2025","Manutenção","118,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=195969&hash=efafeeecea4402567474b3c87bfc41e09be4955e&filename=cairesimoveis1",""
"Anexo","01/12/2025","Internet","2.025,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=172684&hash=58fe1f682053403b5037cda807379824e170d570&filename=cairesimoveis1",""
"Anexo","10/12/2025","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=176562&hash=fb63231cb68d00678f1f50ba9626f00750b369f6&filename=cairesimoveis1",""
"Anexo","01/12/2025","Internet","2.025,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=172681&hash=aaf2b93fa07939b9176ca15eb29eca367d443094&filename=cairesimoveis1",""
"Anexo","10/12/2025","Outros","3.568,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=176561&hash=ed053210682382c29442bc87ac68869052cac197&filename=cairesimoveis1",""
"Anexo","01/12/2025","Internet","2.025,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=172689&hash=5b4dc1a7354caf31342c4dfa4e99901612047b7f&filename=cairesimoveis1",""
"Anexo","10/12/2025","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=176563&hash=073b523be515196fe343860d1af59cc13a4685a1&filename=cairesimoveis1",""
"Anexo","","Luz","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=175983&hash=7ecb0d8702724415407250cc8218d70c9668026d&filename=cairesimoveis1",""
"Anexo","12/12/2025","Cartão de Crédito","40,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=177256&hash=ecede56345e1c6160db661cb5e036c0f9da0218c&filename=cairesimoveis1",""
"Anexo","","Luz","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=175985&hash=c544b1e7be12ae7956416ac283b39153a6bc6e09&filename=cairesimoveis1",""
"Anexo","12/12/2025","Cartão de Crédito","40,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=177254&hash=77a277b408f6f3796a82404ef62895e752706f44&filename=cairesimoveis1",""
"Anexo","","Luz","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=175993&hash=894114ed7399ad06347be589156697658563964f&filename=cairesimoveis1",""
"Anexo","12/12/2025","Cartão de Crédito","40,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=177253&hash=6e6967eeeec77b746748ac2b4b9071eb62cd8cb4&filename=cairesimoveis1",""
"Anexo","","Luz","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=175991&hash=dcfa28a92c19d62bc137c1f4099d177a98864868&filename=cairesimoveis1",""
"Anexo","12/12/2025","Cartão de Crédito","40,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=177251&hash=fed62620cc29fdee92eac953268028d39a982657&filename=cairesimoveis1",""
"Anexo","","Luz","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=175984&hash=2e10c2652abfb4e30accd4d543ad05ef07d9fd8f&filename=cairesimoveis1",""
"Anexo","12/12/2025","Cartão de Crédito","40,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=177249&hash=c6d97e82ecdcbd5f21721ad186fdb17393326278&filename=cairesimoveis1",""
"Anexo","","Luz","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=175994&hash=4eca332d32763ff15a4ca19641655203c3a5f580&filename=cairesimoveis1",""
"Anexo","12/12/2025","Cartão de Crédito","40,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=177246&hash=61b22aeae73de1d4fb0a43dfe5989885eaa39fee&filename=cairesimoveis1",""
"Anexo","25/11/2025","Agua","13.498,44","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=175979&hash=17d9c077ad2e184188297c4cbf8df3f52592600c&filename=cairesimoveis1",""
"Anexo","12/12/2025","Agua","97,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=176544&hash=b82d2226d50c1a8c9cb92c82c37c721eca9d732c&filename=cairesimoveis1",""
"Anexo","12/12/2025","Outros","3.290,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=184679&hash=7c84a374f26f2600cf744b6092df1af7c5e780d5&filename=cairesimoveis1",""
"Anexo","","Erro","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=194856&hash=939eb5845f9702ea5cfa166dc2db609c827a04c6&filename=cairesimoveis1",""
"Anexo","05/12/2025","Internet","82,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=174008&hash=d319d17e06c457c27b747f61eb0da51bbf222852&filename=cairesimoveis1",""
"Anexo","25/11/2025","Internet","2.001.378.582,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=186035&hash=65a107e26326a64b1482a71c3071dc5002ac0c4f&filename=cairesimoveis1",""
"Anexo","12/12/2025","Manutenção","829,86","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=174054&hash=18bf3031062b822ca501662c7cfc017a5734f5c6&filename=cairesimoveis1",""
"Anexo","12/12/2025","Outros","36.099,08","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=176022&hash=b56b918ffbe637c12959628b169fb0ff214584b1&filename=cairesimoveis1",""
"Anexo","23/12/2025","Internet","82,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=184700&hash=9ab1bf2c34f2021fe8bffa9da6bbf88ceb2df8a0&filename=cairesimoveis1",""
"Anexo","25/12/2025","Internet","2.008.375.434,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=186034&hash=a0ca1e39a0bac49ceaee02a706b517307e0df43a&filename=cairesimoveis1",""
"Anexo","15/12/2025","Manutenção","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=184670&hash=bbcc2783ea0360b86ebf070aabe475ef68f22f3c&filename=cairesimoveis1",""
"Anexo","","Erro","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=184725&hash=dc45ffb272038136e0aeb5df9f949cbabb864481&filename=cairesimoveis1",""
"Anexo","15/12/2025","Manutenção","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=184674&hash=ae4dfb76e898d4e506093ee7b29451d8f4e61dd3&filename=cairesimoveis1",""
"Anexo","","Erro","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=184739&hash=eb3ddf5ad19d7efef26118317c7caf77554b7c0d&filename=cairesimoveis1",""
"Anexo","15/12/2025","Manutenção","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=184697&hash=4b44e89da5a4ef8b4319ea151892512160e8d9e1&filename=cairesimoveis1",""
"Anexo","","Erro","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=184740&hash=acc11edf4bdf0cc5f6afc88c2de46210e28dd902&filename=cairesimoveis1",""
"Anexo","15/12/2025","Manutenção","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=184682&hash=9a6744835aaa07dc591aa3db73dbe4fbccadb730&filename=cairesimoveis1",""
"Anexo","","Erro","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=184744&hash=33e2395df38e1d69a42a79165c0f58b2bab1ce20&filename=cairesimoveis1",""
"Anexo","15/12/2025","Manutenção","4.770,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=184683&hash=ab983e2466a1964f2e22e1ee9865f5497108be1b&filename=cairesimoveis1",""
"Anexo","","Erro","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=184746&hash=72c31ec2d606bbd24774412d7b47a8aac6f28048&filename=cairesimoveis1",""
"Anexo","15/12/2025","Manutenção","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=184686&hash=d4db950e4b43a9fa601e8727a78b401b2abfc675&filename=cairesimoveis1",""
"Anexo","","Erro","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=184729&hash=d1e54bd306ffe72810483f611aa1df865883cb60&filename=cairesimoveis1",""
"Anexo","15/12/2025","Manutenção","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=184687&hash=8c92e7df380d0b97bc49a10d3fd63fec0b17bd3e&filename=cairesimoveis1",""
"Anexo","","Erro","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=184738&hash=c51c4dd03fbe7ab5f4632341a62e30ceef8f7d48&filename=cairesimoveis1",""
"Anexo","15/12/2025","Manutenção","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=184690&hash=40b75347cb911dfe6f2d7b27ebbfb0938cce8264&filename=cairesimoveis1",""
"Anexo","","Erro","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=184742&hash=26ac9d1a0c135f50bd7aad263f4c38e605115c37&filename=cairesimoveis1",""
"Anexo","15/12/2025","Manutenção","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=184692&hash=ff6ba942db8b8e9ad582c73c7b94a86416481480&filename=cairesimoveis1",""
"Anexo","","Erro","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=184741&hash=e2fdfcdb13802170cf9d5a7f66eccb87fba56a18&filename=cairesimoveis1",""
"Anexo","15/12/2025","Manutenção","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=184694&hash=a42af854f0dcbc5e565c66e0151f5cf794f8ae8b&filename=cairesimoveis1",""
"Anexo","","Erro","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=184727&hash=fe622b78758df32bcf0b5285514ee94073a8272b&filename=cairesimoveis1",""
"Anexo","28/11/2025","Manutenção","3.300,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=176830&hash=89a4248ee305c17bf68eebf88c84b42003d13c0a&filename=cairesimoveis1",""
"Anexo","17/12/2025","Outros","3.300,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=177731&hash=0d57de6211bd27dc61aa8b65ad6f44ff48efc1c7&filename=cairesimoveis1",""
"Anexo","26/09/2025","Manutenção","6.290,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=157326&hash=d70be871e2d892846e47e9babb434749e94ab9ac&filename=cairesimoveis1",""
"Anexo","26/10/2025","Internet","237,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=157327&hash=eae2e8764f7d8dce389c3972d80513c7536aefb3&filename=cairesimoveis1",""
"Anexo","26/10/2025","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=166825&hash=d38009bec1746869267c6bffe31da515e5fba392&filename=cairesimoveis1",""
"Anexo","25/11/2025","Outros","8.308.150,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=176556&hash=6852bb771085bbb694a4a5329830ea8c0011f795&filename=cairesimoveis1",""
"Anexo","","Erro","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=180879&hash=389b13035d4d73c6cebca829b0d524220fa067d5&filename=cairesimoveis1","Falha ao processar imagem: tesseract is not installed or it's not in your PATH. See README file for more information."
"Anexo","24/01/2026","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182480&hash=e82a4eda2d13d15e9b6343706c3b1291095abbac&filename=cairesimoveis1",""
"Anexo","24/01/2026","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=183859&hash=e9cbcb1299acd4b268bea68cc9803e25946c6598&filename=cairesimoveis1",""
"Anexo","23/02/2026","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=191638&hash=9819086fce213358952c9cb4dd95362fabc5dd94&filename=cairesimoveis1",""
"Anexo","25/03/2026","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=196425&hash=edb45d900ff34ae5e53d67f1f913eadb66034c0c&filename=cairesimoveis1",""
"Anexo","24/04/2026","Outros","577.827,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=206042&hash=ad7ce4c5ff2018c118a66470d7039e82ac5c9dd3&filename=cairesimoveis1",""
"Anexo","25/09/2025","Manutenção","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=158833&hash=27a82825d3a2fe7dc7c4eb7642f907711c4f71f6&filename=cairesimoveis1",""
"Anexo","15/12/2025","Manutenção","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=177262&hash=f4345272bf0909d53c7dc08ed6f8b388fb03845d&filename=cairesimoveis1",""
"Anexo","25/12/2025","Manutenção","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182476&hash=aef71465fe78939030a9bf6dae3581af1bae3dab&filename=cairesimoveis1",""
"Anexo","25/01/2026","Manutenção","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182498&hash=9219b1f967aba102495b9765a8cfa18140ae234f&filename=cairesimoveis1",""
"Anexo","25/02/2026","Manutenção","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=192071&hash=b84e959a368894614e115a45e8334142fadf8569&filename=cairesimoveis1",""
"Anexo","25/09/2025","Internet","4,97","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=194880&hash=bd2ea8eeba74a4e9241f1c7b1b28e4ddb0f5b230&filename=cairesimoveis1",""
"Anexo","25/03/2026","Manutenção","48,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=196424&hash=b17df10faeb23a5388986b5a1497b1efa87483d4&filename=cairesimoveis1",""
"Anexo","25/04/2026","Manutenção","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=206043&hash=4e45ed2e043e4fd8227fc01e532c07b68c6c6c62&filename=cairesimoveis1",""
"Anexo","09/10/2025","Manutenção","1.540,10","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=160729&hash=d087ee459ce43125b920713f34b3d9632f0d39e8&filename=cairesimoveis1",""
"Anexo","10/11/2025","Internet","1,28","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=170371&hash=059fa7415fa3fa5a88d916c61c01f2b0ad2fda23&filename=cairesimoveis1",""
"Anexo","10/11/2025","Outros","174,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=171172&hash=f1d5d1aa0b0f2567ffdb94dde38647d1b3501862&filename=cairesimoveis1",""
"Anexo","10/12/2025","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=176564&hash=c74e8c2ecca44d599c6b55c6c88dc5269baadfe5&filename=cairesimoveis1",""
"Anexo","11/12/2025","Internet","1,06","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=167729&hash=0a947f3e05bb9ebd311ddac80dfbde60afa81a22&filename=cairesimoveis1",""
"Anexo","08/11/2025","Manutenção","637,80","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=167730&hash=1771f0564209c6fd1c086f2d2c6b805a51316995&filename=cairesimoveis1",""
"Anexo","11/12/2025","Outros","366,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=176565&hash=c7bf086db4d3b5ae9ebdfa2b2a65847cf09e9669&filename=cairesimoveis1",""
"Anexo","28/11/2025","Internet","420,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=169352&hash=7c8f1e71dc2adf9a5633be2b699f1174cfabb5e8&filename=cairesimoveis1",""
"Anexo","14/11/2025","Manutenção","420,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=169353&hash=7acdae27e2b2b81b74f5cf5fc7ac17e365285a85&filename=cairesimoveis1",""
"Anexo","28/11/2025","Outros","6.979,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=176547&hash=60e074146db7e047a62d741074bc1fa72a05c6f1&filename=cairesimoveis1",""
"Anexo","25/11/2025","Manutenção","200,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=171494&hash=4fb5ae45be85263fb2e732271bd19fef9885c7ed&filename=cairesimoveis1",""
"Anexo","12/12/2025","Outros","200,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=176545&hash=ec49b2f08cfeb220056f858dba05e76e8571405e&filename=cairesimoveis1",""
"Anexo","04/10/2025","Manutenção","1.100,27","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=166663&hash=c9deb5e024a2b60b6507293e626a31128be00557&filename=cairesimoveis1",""
"Anexo","04/10/2025","Internet","2.025,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=166664&hash=dceec567ae0e8613f31b5d36227c73cda80741fb&filename=cairesimoveis1",""
"Anexo","06/11/2025","Outros","550,13","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=166830&hash=3e88a1e06f79d31a505f2de5de7f5903f8d188f5&filename=cairesimoveis1",""
"Anexo","01/12/2025","Outros","6.213,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=176557&hash=aadb5fa109bdc38a005cabfd250019ff3706b4a5&filename=cairesimoveis1",""
"Anexo","03/10/2025","Internet","2.025,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=166660&hash=e24716a194f1ca9f287cb0f9176590643d2cd323&filename=cairesimoveis1",""
"Anexo","03/10/2025","Manutenção","1.308,19","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=166661&hash=93bb219f97123f64e24b88e3484bd1e6bbcd504d&filename=cairesimoveis1",""
"Anexo","06/11/2025","Outros","654,09","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=166831&hash=48e82f95a9e21f8813ec254d855120f0dbfa19f3&filename=cairesimoveis1",""
"Anexo","28/11/2025","Outros","74.678,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=176551&hash=63e88f40c6b8047a836be8700bdd9407edf7c275&filename=cairesimoveis1",""
"Anexo","04/11/2025","Manutenção","1.382,83","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=169348&hash=e4cb24e0c99995670905bf02d72308d6ec434869&filename=cairesimoveis1",""
"Anexo","04/11/2025","Internet","1.299,86","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=169349&hash=85fa4ccaed891348ef7bf21276f1f70430961782&filename=cairesimoveis1",""
"Anexo","20/12/2025","Outros","195.318,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=177744&hash=17e593e93a392b0b5086c66afba8416a13cf932a&filename=cairesimoveis1",""
"Anexo","06/11/2025","Manutenção","101,46","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=169346&hash=0b8735707da6638eed53eacab6f092a5b53d0d28&filename=cairesimoveis1",""
"Anexo","","Erro","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=169347&hash=5f090ab696b35fc4845548a81f90d4a5e53d2c6b&filename=cairesimoveis1",""
"Anexo","16/12/2025","Outros","168,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=177733&hash=5150f59c44bc12cc28318248a0e77bf4c616db76&filename=cairesimoveis1",""
"Anexo","19/12/2025","Internet","311,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=176815&hash=1ad6594c62b68a3e769adf33719efe42d85e2dd6&filename=cairesimoveis1",""
"Anexo","19/11/2025","Manutenção","311,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=176816&hash=123399584a6b6ef56e06a41fd3a3f9dc76bdf13f&filename=cairesimoveis1",""
"Anexo","19/12/2025","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=177740&hash=75c17994ee232c40d60f508bc883b66cda4a283f&filename=cairesimoveis1",""
"Anexo","03/12/2025","Outros","440,35","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=184660&hash=f5a955344eda4c833e25aad4cf2a7c3c1846befa&filename=cairesimoveis1",""
"Anexo","25/11/2025","Manutenção","194,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=194878&hash=19c1e92f9af135e11fe9ec8876c3a56471fa80bc&filename=cairesimoveis1",""
"Anexo","16/10/2025","Manutenção","16,92","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=176578&hash=62049b4c79842b337069290146af165cbcf1444b&filename=cairesimoveis1",""
"Anexo","15/12/2025","Outros","383,08","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=176689&hash=a615f49fbd6ffe9fa870f3d9159be2721c5699d9&filename=cairesimoveis1",""
"Anexo","30/10/2025","Manutenção","1.080,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=177277&hash=5a97bf1f31f224ebc790b9eaacdc7601bde55fef&filename=cairesimoveis1",""
"Anexo","15/12/2025","Internet","47.728.442,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=177278&hash=a4d9c8e2d6d273d17b44b6192e3d3d1f33283eb9&filename=cairesimoveis1",""
"Anexo","15/12/2025","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=177738&hash=91faabed92c0e2de4588290b7ef73402a0d8f330&filename=cairesimoveis1",""
"Anexo","15/12/2025","Internet","47.728.442,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=177279&hash=c064b48391baaa913165e7a7678c981b16468f22&filename=cairesimoveis1",""
