Tipo,Data,Categoria,Valor,Descricao,Origem,Erro
Anexo,06/11/2025,Pagamentos,,"BRAZIL COMERCIO E MANUTENCAO D CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: BRAZIL COMERCIO E MANUTENCAO 24.218.850/0001-29 26/10/2025
Valor do boleto (R$);
562,37
(-) Desconto (R$):
0,00
(+)Juros/Mora/Multa (R$):
73,06
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 635,43
Data de pagamento:
06/11/2025
Autenticação mecânica Pagamento realizado em espécie:
6C9888CAF097558C7C1A65B13D9378416C735349 Não
Operação efetuada em 06/11/2025 às 16:52:37 via Sispag, CTRL 009417624587570.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_59143_p3.pdf,
Anexo,12/12/2025,Pagamentos,,"BRAZIL COMERCIO E MANUTENCAO D CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: BRAZIL COMERCIO E MANUTENCAO 24.218.850/0001-29 25/11/2025
Valor do boleto (R$);
562,33
(-) Desconto (R$):
0,00
(+)Juros/Mora/Multa (R$):
106,78
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 669,11
Data de pagamento:
12/12/2025
Autenticação mecânica Pagamento realizado em espécie:
8308150D1A7A16A0AEC60274DA6AD6CF7BE41A6C Não
Operação efetuada em 12/12/2025 às 17:33:58 via Sispag, CTRL 006117655716388.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_59143_p4.pdf,
Anexo,14/01/2026,Pagamentos,,"BRAZIL COMERCIO E MANUTENCAO D CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: BRAZIL COMERCIO E MANUTENCAO 24.218.850/0001-29 24/01/2026
Valor do boleto (R$);
562,33
(-) Desconto (R$):
0,00
(+)Mora/Multa (R$):
0,00
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 562,33
Data de pagamento:
14/01/2026
Autenticação mecânica Pagamento realizado em espécie:
C5FEFAAF5924224C0617F4A6FC73CB3528E2AE25 Não
Operação efetuada em 14/01/2026 às 16:03:58 via Sispag, CTRL 007617684174381.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_59143_p6.pdf,
Anexo,14/01/2026,Pagamentos,,"BRAZIL COMERCIO E MANUTENCAO D CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: BRAZIL COMERCIO E MANUTENCAO 24.218.850/0001-29 24/01/2026
Valor do boleto (R$);
562,33
(-) Desconto (R$):
0,00
(+)Mora/Multa (R$):
0,00
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 562,33
Data de pagamento:
14/01/2026
Autenticação mecânica Pagamento realizado em espécie:
C5FEFAAF5924224C0617F4A6FC73CB3528E2AE25 Não
Operação efetuada em 14/01/2026 às 16:03:58 via Sispag, CTRL 007617684174381.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_59143_p7.pdf,
Anexo,20/02/2026,Pagamentos,,"BRAZIL COMERCIO E MANUTENCAO D CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: BRAZIL COMERCIO E MANUTENCAO 24.218.850/0001-29 23/02/2026
Valor do boleto (R$);
562,33
(-) Desconto (R$):
0,00
(+)Mora/Multa (R$):
0,00
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 562,33
Data de pagamento:
20/02/2026
Autenticação mecânica Pagamento realizado em espécie:
4C1E2FD1CD138F7B663151CC0A4C1A84051C0760 Não
Operação efetuada em 20/02/2026 às 16:33:46 via Sispag, CTRL 008917716160267.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_59143_p8.pdf,
Anexo,13/03/2026,Pagamentos,,"BRAZIL COMERCIO E MANUTENCAO D CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: BRAZIL COMERCIO E MANUTENCAO 24.218.850/0001-29 25/03/2026
Valor do boleto (R$);
562,33
(-) Desconto (R$):
0,00
(+)Mora/Multa (R$):
0,00
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 562,33
Data de pagamento:
13/03/2026
Autenticação mecânica Pagamento realizado em espécie:
2C7E3FC3A263FA98A08009AC8A6A544A6945D530 Não
Operação efetuada em 13/03/2026 às 14:52:12 via Sispag, CTRL 006817734243325.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_59143_p9.pdf,
,,,,,doc_63948_42.pdf,Falha ao ler o PDF: No /Root object! - Is this really a PDF? | Fallback: Stream has ended unexpectedly
Anexo,22/12/2025,RH / Folha,"374,75",,doc_63948_p1.pdf,
Anexo,02/12/2025,Nota Fiscal / Produto,"749,49","CNPJ / CPF DATA DA EMISSÃO
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 02/12/2025
ENDEREÇO BAIRRO / DISTRITO CEP DATA SAÍDA / ENTRADA
EST GERALDO COSTA CAMARGO,, 555 JARDIM SAO BENTO 13187-115 02/12/2025
MUNICÍPIO FONE / FAX UF INSCRIÇÃO ESTADUAL HORA DA SAÍDA
HORTOLANDIA (19)99268-6499 SP 12:52:28
FATURA
NÚMERO VALOR ORIGINAL VALOR DESCONTO VALOR LÍQUIDO
DADOS DA FATURA 6262 749,49 0,00 749,49
DUPLICATAS
Nº DUPLICATA VENC. VALOR Nº DUPLICATA VENC. VALOR Nº DUPLICATA VENC. VALOR Nº DUPLICATA VENC. VALOR
001 22/12/2025 374,74 002 21/01/2026 374,75
CÁLCULO DO IMPOSTO
BASE DE CÁLCULO DO ICMS VALOR DO ICMS BASE CÁLC. ICMS SUBST. VALOR DO ICMS SUBST. VALOR TOTAL DOS PRODUTOS
0,00 0,00 0,00 0,00 749,49
VALOR DO FRETE VALOR DO SEGURO DESCONTO OUTRAS DESP. ACESS. VALOR DO IPI V ALOR TOTAL DA NOTA
0,00 0,00 0,00 0,00 0,00 749,49
TRANSPORTADOR / VOLUMES TRANSPORTADOS
RAZÃO SOCIAL FRETE POR CONTA CÓDIGO ANTT PLACA DO VEÍCULO UF CNPJ / CPF
9 - SEM FRETE
ENDEREÇO MUNICÍPIO UF INSCRIÇÃO ESTADUAL
QUANTIDADE ESPÉCIE MARCA NUMERAÇÃO PESO BRUTO (Kg) PESO LÍQUIDO (Kg)
DADOS DO PRODUTO / SERVIÇOS
P C R Ó O D D I . G / O SE D R O V . DESCRIÇÃO DO PRODUTO / SERVIÇO NCM / SH C / S C O S S T N CFOP UNID. QUANT. UN V I A T L Á O R R IO V T A O L T O A R L DESCONTO CÁL B C A . S IC E MS I V .C A .M LO .S R . VA I.P L . O I. R I A C L M ÍQ S UOT I A PI S
245 EUCATEX ULTRA PISO VERDE 18L 32091010 0500 5405 LT 1,0000 380,00000 380,00 0,00 0,00 0,00 0,00 0,00 0,00
546 ROLO DE LA 1000 23CM ATLAS 96034010 5102 5102 PC 1,0000 69,50000 69,50 0,00 0,00 0,00 0,00 0,00 0,00
5596 EUCATEX EXTRA PISO FOSCO VERDE 18L 32091010 0500 5405 UN 1,0000 299,99000 299,99 0,00 0,00 0,00 0,00 0,00 0,00
DADOS ADICIONAIS
INFORMAÇÕES COMPLEMENTARES RESERVADO AO FISCO
SpeedShop Sistemas",doc_63948_p2.pdf,
Anexo,17/12/2025,Pagamentos,,"P P RIBEIRO TINTAS LTDA CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: P P RIBEIRO TINTAS LTDA 03.516.736/0001-05 22/12/2025
Valor do boleto (R$);
374,74
(-) Desconto (R$):
0,00
(+)Mora/Multa (R$):
0,00
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 374,74
Data de pagamento:
17/12/2025
Autenticação mecânica Pagamento realizado em espécie:
7B6C908FEB7583FD379349C33947EDF3338A7475 Não
Operação efetuada em 17/12/2025 às 19:01:32 via Sispag, CTRL 009017660088922.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_63948_p3.pdf,
Anexo,15/01/2026,Pagamentos,,"P P RIBEIRO TINTAS LTDA CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: P P RIBEIRO TINTAS LTDA 03.516.736/0001-05 21/01/2026
Valor do boleto (R$);
374,75
(-) Desconto (R$):
0,00
(+)Mora/Multa (R$):
0,00
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 374,75
Data de pagamento:
15/01/2026
Autenticação mecânica Pagamento realizado em espécie:
F43E6B5F41FD745AD66E0367C226633BCEC9BBF8 Não
Operação efetuada em 15/01/2026 às 15:44:46 via Sispag, CTRL 003817685026862.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_63948_p4.pdf,
,,,,,doc_64604_6.pdf,Falha ao ler o PDF: No /Root object! - Is this really a PDF? | Fallback: Stream has ended unexpectedly
Anexo,,Impostos/Taxas,"185,43",,doc_64604_p1.pdf,
Anexo,,Pagamentos,,,doc_64604_p2.pdf,
,,,,,doc_65071_30.pdf,Falha ao ler o PDF: No /Root object! - Is this really a PDF? | Fallback: Stream has ended unexpectedly
Anexo,,Nota Fiscal / Produto,"1.142,75","CNPJ/CPF Inscrição Estadual Data emissão
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 ISENTO 09/12/2025
Endereço Bairro CEP Data saída
EST GERALDO COSTA CAMARGO, 555 JARDIM SAO BENTO 13.187-115 09/12/2025
Município UF Hora saída
Fone/Fax
Hortolândia SP 10:34:52
Faturas
Número Vencimento Valor Número Vencimento Valor Número Vencimento Valor
001 15/01/2026 1.130,00
Cálculo do imposto
Base de cálculo do ICMS Valor do ICMS Base de cálculo do ICMS Subst. Valor do ICMS Subst. Valor do FCP ST Valor total dos produtos
0,00 0,00 0,00 0,00 0,00 1.142,75
Valor do frete Valor do seguro Desconto Outras despesas acessórias Valor do IPI Valor total da nota
0,00 0,00 12,75 0,00 0,00 1.130,00
Transportador/Volumes transportados
Frete por conta
Nome 3 - Transporte Próprio por conta do Código ANTT Placa do veículo UF CNPJ/CPF
Remetente
Endereço Município UF Inscrição Estadual
Quantidade Peso bruto Peso líquido
Espécie Marca Numeração
0 142,405 0,000
Itens da nota fiscal
Preço Preço BC
Código Descrição do produto/serviço NCM/SHCSOSNCFOPUNQtde Desconto Vlr.ICMSVlr.IPI%ICMS%IPI
un total ICMS
7898378550097FLANELA OURO GRANDE 38X58 63071000 0500 5.405UN 9,00 2,85 25,65 0,29 0,00 0,00 0,00 0,0000 0,00
7898378550387FLANELA BRANCA GRANDE 38X58 63071000 0500 5.405UN 9,00 2,85 25,65 0,29 0,00 0,00 0,00 0,0000 0,00
619205411711 PINHO GEL 5L PAXLIMP - 11711 38089419 0500 5.405GL 2,00 21,56 43,12 0,48 0,00 0,00 0,00 0,0000 0,00
619205411582 DETERGENTE 5L NEUTRO PAXLIMP COD 106 34013000 0500 5.405GL 3,00 13,30 39,90 0,45 0,00 0,00 0,00 0,0000 0,00
PAPEL HIGIENICO ROLAO AQUARIUS ISAPEL 2K C/8
7898937050426 48181000 0500 5.405FD 4,00 25,54 102,16 1,14 0,00 0,00 0,00 0,0000 0,00
ROLOS C/150M APROX.
7899874380102SACO FUNDO ESTRELA 30X40 470UN 39232190 0500 5.405UN 5,00 19,50 97,50 1,09 0,00 0,00 0,00 0,0000 0,00
0000000006033FARDO 3K SACO DE LIXO 100L REFORCADO PRETO 39232110 0500 5.405FD 4,00 34,80 139,20 1,55 0,00 0,00 0,00 0,0000 0,00
Cálculo do ISSQN
Inscrição Municipal Valor total dos serviços Base de cálculo do ISSQN Valor do ISSQN
07928017 0,00 0,00 0,00
Dados adicionais
Observações Reservado ao fisco
Empresa Optante pelo Simples Nacional Conforme Lei Complementar 123.
Total aproximado de tributos: R$ 403,88 (35,74%) Federais R$ 190,02 (16,82%)
Estaduais R$ 213,88 (18,93%) . Fonte IBPT.
INFORMAÇÕES PARA TRANSFERÊNCIA
BANCO 756 - COOPERATIVA SICOOB
AGENCIA 4340 CONTA: 171.028-1
CHAVE PIX: 54 697 032 0001 17
09/12/2025 10:35:00
Controle do Fisco
DANFE
Documento Auxiliar
Limpaza Produtos
da Nota Fiscal
Rua Antônio do Valle Melo, 222,
Eletrônica
Centro
0-Entrada Chave de acesso
13.170-010 - Sumaré - SP 1
Fone (19) 3873-3015 - 1-Saída 3525 1254 6970 3200 0117 5500 1000 0095 2015 7297 4075
Nº 009520
administrativo@limpaza.com.br Consulta de autenticidade no portal nacional da NF-e
SERIE: 1 www.nfe.fazenda.gov.br/portal
Página: 2 de 2 ou no site da Sefaz autorizadora
Natureza da operação Protocolo de autorização de uso
Venda de mercadorias 135253850283094 09/12/2025 10:34:56
Inscrição Estadual CNPJ
Inscr.est. do subst.trib.
671.041.674.118 54.697.032/0001-17
Preço Preço BC
Código Descrição do produto/serviço NCM/SHCSOSNCFOPUN Qtde Desconto Vlr.ICMSVlr.IPI%ICMS%IPI
un total ICMS
7896524700907REMOVEDOR 500ML VERBENA SUPREMA 34025000 0500 5.405 UN 3,00 8,77 26,31 0,29 0,00 0,00 0,00 0,0000 0,00
7898341260022AGUA SANITARIA 5L JUGATHA 38089419 0500 5.405 GL 1,00 8,38 8,38 0,09 0,00 0,00 0,00 0,0000 0,00
0619205411957DESINFETANTE 5L PALMOLIVE PAXLIMP COD 120 38089429 0500 5.405 GL 4,00 8,90 35,60 0,40 0,00 0,00 0,00 0,0000 0,00
619205411476 CLORO GEL 5L PAXLIMP - 11476 28289011 0500 5.405 GL 4,00 18,45 73,80 0,82 0,00 0,00 0,00 0,0000 0,00
ESPONJA DUPLA FACE TININDO UNITARIO 3M SALES -
000000009713 68053090 0500 5.405 UN15,00 0,90 13,50 0,15 0,00 0,00 0,00 0,0000 0,00
106160
24969 PANO DE CHAO ABERTO BRC (PROMOCAO UND) 63071000 0500 5.405 UN10,00 3,22 32,20 0,36 0,00 0,00 0,00 0,0000 0,00
7898378550370PANO DE CHAO FECHADO XADREZ 40X60 (PROMOCAO)63071000 0500 5.405 UN20,00 3,33 66,60 0,74 0,00 0,00 0,00 0,0000 0,00
AROMATIZANTE PERFUMAR CHA BRANCO 500ML
7898341266901 33074900 0500 5.405 UN 5,00 12,87 64,35 0,72 0,00 0,00 0,00 0,0000 0,00
JUGATHA
SACO DE LIXO ROLO PRETO 20L 39X58X0,020 C/100UN -
0789888104030 39232190 0500 5.405 PT 2,00 12,62 25,24 0,28 0,00 0,00 0,00 0,0000 0,00
INOVE
7891022101003LA DE ACO BOM BRIL - S1762 73231000 0500 5.405 UN 1,00 2,75 2,75 0,03 0,00 0,00 0,00 0,0000 0,00
FARDO PAPEL TOALHA INTERFOLHA BELINHA
CFOP5405 48182000 0500 5.405 FD 3,00 49,90 149,70 1,67 0,00 0,00 0,00 0,0000 0,00
20X21(C/5PACOTES) 3000 FOLHAS
0619205411919LIMPA PISO 5L PAXLIMP 34025000 0500 5.405 GL 2,00 18,70 37,40 0,42 0,00 0,00 0,00 0,0000 0,00
7898341262644SABONETE LIQUIDO ERVA DOCE 5L JUGATHA - 2496 34013000 0500 5.405 GL 2,00 17,72 35,44 0,40 0,00 0,00 0,00 0,0000 0,00
7896243135691LUVA DE LATEX AMAREL LIGHT SANRO P - 116316 40151900 0500 5.405 UN 6,00 5,44 32,64 0,36 0,00 0,00 0,00 0,0000 0,00
7896243135714LUVA DE LATEX AMAREL LIGHT SANRO G - 116314 40151900 0500 5.405 UN 2,00 5,44 10,88 0,12 0,00 0,00 0,00 0,0000 0,00
RODO DE PLASTICO 60CM REFORCADO COLLOR
7897890410698 96039000 0500 5.405 UN 3,00 14,00 42,00 0,47 0,00 0,00 0,00 0,0000 0,00
PAROLIMP - 784
7896098906316SABAO EM PEDRA C/ 5UN YPE - 62771 34011900 0500 5.405PCT 1,00 12,78 12,78 0,14 0,00 0,00 0,00 0,0000 0,00",doc_65071_p1.pdf,
Anexo,15/01/2026,Pagamentos,"1.130,00",,doc_65071_p2.pdf,
,,,,,doc_65358_45.pdf,Falha ao ler o PDF: No /Root object! - Is this really a PDF? | Fallback: Stream has ended unexpectedly
Anexo,,Nota Fiscal / Servio,,,doc_65358_p1.pdf,
Anexo,14/01/2026,Pagamentos,"700,00",,doc_65358_p2.pdf,
,,,,,doc_65418_7.pdf,Falha ao ler o PDF: No /Root object! - Is this really a PDF? | Fallback: Stream has ended unexpectedly
Anexo,01/12/2025,RH / Folha,"6,20",,doc_65418_p1.pdf,
Anexo,07/01/2026,Pagamentos,"2.045,26",,doc_65418_p2.pdf,
,,,,,doc_65420_1.pdf,Falha ao ler o PDF: No /Root object! - Is this really a PDF? | Fallback: Stream has ended unexpectedly
Anexo,,Impostos/Taxas,"3.262,10",,doc_65420_p1.pdf,
Anexo,17/08/2022,Impostos/Taxas,"3.262,10",,doc_65420_p2.pdf,
Anexo,07/01/2026,Pagamentos,"2.045,26",,doc_65420_p3.pdf,
,,,,,doc_65421_10.pdf,Falha ao ler o PDF: No /Root object! - Is this really a PDF? | Fallback: Stream has ended unexpectedly
Anexo,,RH / Folha,"58,00",,doc_65421_p1.pdf,
Anexo,14/01/2026,Pagamentos,,"VIDAS REAIS CENTRO DE SOLUCOES CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: VIDAS REAIS CENTRO DE SOLUCO 43.903.919/0001-06 10/01/2026
Valor do boleto (R$);
58,00
(-) Desconto (R$):
0,00
(+)Mora/Multa (R$):
0,00
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 58,00
Data de pagamento:
14/01/2026
Autenticação mecânica Pagamento realizado em espécie:
525A2A8D737D0B4F51232969DA16321AF1DD1E3A Não
Operação efetuada em 14/01/2026 às 16:03:58 via Sispag, CTRL 002917684174380.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_65421_p2.pdf,
,,,,,doc_65423_3.pdf,Falha ao ler o PDF: No /Root object! - Is this really a PDF? | Fallback: Stream has ended unexpectedly
Anexo,20/01/2026,RH / Folha,"1.290,36","SESC
PA:12/2025 Vencimento:20/01/2026
0561 IRRF - RENDIMENTO DO TRABALHO ASSALARIADO 108,45 108,45
07 IRRF - RD TRB ASSAL PAÍS/AUS NO EXT A SERV PAÍS
PA:12/2025 Vencimento:20/01/2026
8301 PIS - FOLHA DE PAGAMENTO 32,62 32,62
02 PIS - FOLHA DE SALARIOS
PA:12/2025 Vencimento:23/01/2026
Totais 1.290,36 1.290,36
SENDA (Versão:5.2.9) Página: 1/1 18/12/2025 16:59:23
85870000012 0 90360385260 4 20071625352 9 80590356687 9 AUTENTICAÇÃO MECÂNICA
Documento de Arrecadação de Receitas Federais Pague com o PIX
85870000012 0 90360385260 4 20071625352 9 80590356687 9",doc_65423_p1.pdf,
Anexo,14/01/2026,Impostos/Taxas,"1.290,36",,doc_65423_p2.pdf,
,,,,,doc_65425_9.pdf,Falha ao ler o PDF: No /Root object! - Is this really a PDF? | Fallback: Stream has ended unexpectedly
Anexo,,Boleto,"34,00",,doc_65425_p1.pdf,
Anexo,14/01/2026,Pagamentos,,"BENSOCIAL GESTAO DE BENEFICIOS CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: BENSOCIAL GESTAO DE BENEFICI 09.720.218/0001-95 10/01/2026
Valor do boleto (R$);
34,00
(-) Desconto (R$):
0,00
(+)Mora/Multa (R$):
0,00
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 34,00
Data de pagamento:
14/01/2026
Autenticação mecânica Pagamento realizado em espécie:
9D5529AFA36743086D1D062BA1C39197949EDAF0 Não
Operação efetuada em 14/01/2026 às 16:03:58 via Sispag, CTRL 002517684174381.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_65425_p2.pdf,
,,,,,doc_65426_11.pdf,Falha ao ler o PDF: No /Root object! - Is this really a PDF? | Fallback: Stream has ended unexpectedly
Anexo,,RH / Folha,"23,00",,doc_65426_p1.pdf,
Anexo,14/01/2026,Pagamentos,,"VIDAS REAIS CENTRO DE SOLUCOES CPF/CNPJ do beneficiário: Data de vencimento:
Razão Social: VIDAS REAIS CENTRO DE SOLUCO 43.903.919/0001-06 10/01/2026
Valor do boleto (R$);
23,00
(-) Desconto (R$):
0,00
(+)Mora/Multa (R$):
0,00
Pagador: CPF/CNPJ do pagador: (=) Valor do pagamento (R$):
PORTAL QUINTA DOS PINHEIROS 46.028.481/0001-44 23,00
Data de pagamento:
14/01/2026
Autenticação mecânica Pagamento realizado em espécie:
55862B92D9003F3838467579B89B133492F3386D Não
Operação efetuada em 14/01/2026 às 16:03:59 via Sispag, CTRL 003317684174393.
Em caso de dúvidas, de posse do comprovante, contate seu gerente ou a Central no 40901685 (capitais e regiões metropolitanas) ou 0800 7701685(demais
localidades). Reclamações, informações e cancelamentos: SAC 0800 728 0728, 24 horas por dia ouFale Conosco: www.itau.com.br/empresasSe não ficar satisfeito com
a solução, contate a Ouvidoria: 0800 570 0011, em dias úteis, das 9h às 18h. Deficiente auditivo/fala: 0800 722 1722
1",doc_65426_p2.pdf,
,,,,,doc_65441_5.pdf,Falha ao ler o PDF: No /Root object! - Is this really a PDF? | Fallback: Stream has ended unexpectedly
Anexo,,Impostos/Taxas,"502,76",,doc_65441_p1.pdf,
Anexo,,Pagamentos,,,doc_65441_p2.pdf,
,,,,,doc_65599_24.pdf,Falha ao ler o PDF: No /Root object! - Is this really a PDF? | Fallback: Stream has ended unexpectedly
Anexo,,Nota Fiscal / Produto,,,doc_65599_p1.pdf,
Anexo,14/01/2026,Pagamentos,"569,41",,doc_65599_p3.pdf,
,,,,,doc_65604_41.pdf,Falha ao ler o PDF: No /Root object! - Is this really a PDF? | Fallback: Stream has ended unexpectedly
Anexo,12/01/2026,RH / Folha,"597,22",,doc_65604_p1.pdf,
