Tipo,Data,Categoria,Valor,Descrição,Origem,Erro
"Anexo","01/12/2025","RH / Folha","6,20","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=177964&hash=7ca2a80bc90c46dd69d7eba9a6a6c0a6a656ee42&filename=cairesimoveis1",""
"Anexo","07/01/2026","Pagamentos","2.045,26","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=180738&hash=db750fee5439b6ac98e97df18ebe924b85c59a21&filename=cairesimoveis1",""
"Anexo","","Internet","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=177977&hash=8b12173f8b30e2015b067a52785b485448f6744c&filename=cairesimoveis1",""
"Anexo","14/01/2026","Pagamentos","34,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182477&hash=327c933d57af6abaf705f35cbc85ac78e24ba998&filename=cairesimoveis1",""
"Anexo","10/01/2026","Boleto","58,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=177969&hash=00f4bad539b1deb74c991cfdb6a2e67dd5e697f3&filename=cairesimoveis1",""
"Anexo","14/01/2026","Pagamentos","58,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182468&hash=8e2c499927e309eda6ca9eeaaeda7bf42e1d6872&filename=cairesimoveis1",""
"Anexo","10/01/2026","Boleto","23,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=177979&hash=c7e7e578d862ae318a66640f5e6b98a31c6d69b9&filename=cairesimoveis1",""
"Anexo","14/01/2026","Pagamentos","23,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182467&hash=388d2e25c25bd2b93b2f61e3b7e938693d504a1a&filename=cairesimoveis1",""
"Anexo","02/02/2026","Boleto","","MercadoPago.com Representações Ltda CNPJ 10.573.521/0001-91 Av. das Nações Unidas, nº 
3.003 Bonfim - CEP: 06233-903
Espécie
Real
Nº documento
089023644
CNPJ
11.202.725/0001-89
Nosso Número
089023644
Código do pedido
2000014917486720","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=185842&hash=e192fa8c67c8856a3a8f15f604be672d37848d3f&filename=cairesimoveis1",""
"Anexo","29/01/2026","Pagamentos","196,45","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=185888&hash=d0e522af249f7dd3d796e384ea801818c7df9db5&filename=cairesimoveis1",""
"Anexo","","Nota Fiscal / Produto","0,00","Estrada Geraldo Costa Camargo, 555 - Quinta dos Pinheiros Jardim Sao Bento 13187115
Hortolandia SP
29/01/2026
29/01/2026
16:52:11
FATURA/DUPLICATA
BASE DE CÁLCULO DO ICMS VALOR DO ICMS BASE DE CÁLCULO DO ICMS SUBSTITUIÇÃO VALOR DO ICMS SUBSTITUIÇÃO VALOR TOTAL DOS PRODUTOS
VALOR DO FRETE VALOR DO SEGURO DESCONTO OUTRAS DESPESAS ACESSÓRIAS VALOR DO IPI VALOR TOTAL DA NOTA
0,00 0,00 0,00 0,00 196,45
0,00 0,00 0,00 0,00 196,450,00
CÁLCULO DO IMPOSTO
TRANSPORTADOR/VOLUME
RAZÃO SOCIAL FRETE POR CONTA CODIGO ANTT PLACA DO VEÍCULO UF CNPJ/CPF
ENDEREÇO
QUANTIDADE ESPÉCIE MARCA NUMERAÇÃO PESO BRUTO PESO LÍQUIDO
MUNICÍPIO UF INSCRIÇÃO ESTADUAL
EBAZAR.COM.BR LTDA
AVENIDA DAS NACOES UNIDAS 3000 3003 OSASCO SP
03.007.331/0122-39
1 1,500 1,400
2 - Terceiros
120519234116
C.N.P.J / C.P.F.
CEP
UF
BAIRRO/DISTRITO
FONE/FAXMUNICÍPIO
ENDEREÇO
NOME/RAZÃO SOCIAL
INFORMAÇÕES DO LOCAL DE ENTREGA / RETIRADA
 
 
INSCRIÇÃO ESTADUAL
DADOS DO PRODUTO / SERVIÇOS
CÓDIGO DESCRIÇAO DOS PRODUTOS / SERVIÇOS NCM/SH CSOSN CFOP UNID. QTD. VLR UNIT. VALOR TOTAL ICMS IPI
ALÍQUOTASB. CALC.
ICMS
VALOR
ICMS IPI
VALOR
PRODUTO
GLMR44 Botina Bota Miura De Seguranca-epi Marrom
Couro Bico De Pvc 64039190 0102 5106 UNID 1 196,45 196,45 0,00 0,000,00 0,00 0,00
INSCRIÇÃO MUNICIPAL VALOR TOTAL DOS SERVIÇOS BASE DE CÁLCULO DO ISSQN VALOR DO ISSQN
CÁLCULO DO ISSQN
DADOS ADICIONAIS
Enviado diretamente do deposito temporario - operador logistico: EBAZAR.COM.BR LTDA, Cnpj: 03007331007405, Inscricao
Estadual: 241174886113 saindo do endereco: Av. Antonio Candido Machado, Numero: 3100, Complemento: , Bairro:
Empresarial Paineira (Jordanesia), Cidade: Cajamar, Cep: 07776037, Estado: SP, Pais: BR. Nota fiscal de retorno simbolico n
22614, emitida em 29/01/2026, serie 2, nos termos da Portaria CAT 31/2019 Valor aproximado dos tributos (IBPT) R$61,78.
Emitido por ME/EPP optante do Simples Nacional.
RESERVADO AO FISCO","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=194918&hash=1481ae0b343fcfd787ee2ccac3ffdb26ed20800e&filename=cairesimoveis1",""
"Anexo","14/01/2026","Luz","7.573,15","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182519&hash=f485adc8dd3fe4922c047734e6d82dec1db225e1&filename=cairesimoveis1",""
"Anexo","","Luz","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182656&hash=7ec0bdb8ab24cdd2f63efc4e7835a3697a95f422&filename=cairesimoveis1",""
"Anexo","14/01/2026","Luz","492,63","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182521&hash=3eb982d0f17127f59ac26670795a3f3ea57a1643&filename=cairesimoveis1",""
"Anexo","","Luz","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182655&hash=7e93cd6dbf59872f4151e5772e9a0c74fd2eb9b3&filename=cairesimoveis1",""
"Anexo","14/01/2026","Luz","474,70","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182523&hash=3914ce8264bc3d15a058f715fadef3ff1051b4cd&filename=cairesimoveis1",""
"Anexo","","Luz","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182654&hash=929a4102463fdf2b1cb3f16434bfaa886d3ac357&filename=cairesimoveis1",""
"Anexo","14/01/2026","Luz","457,70","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182522&hash=a4948a01bed119c024cfcfe715446acc04058183&filename=cairesimoveis1",""
"Anexo","","Luz","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182653&hash=11a68549ebdc797ff59a88586f5ad84688afd6b1&filename=cairesimoveis1",""
"Anexo","14/01/2026","Luz","445,18","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182524&hash=b0938cdcc8e59b4d0e9cd8d0086722f64b1d400f&filename=cairesimoveis1",""
"Anexo","","Luz","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182652&hash=91597ad4e333de52d8f51022680fd316321cb426&filename=cairesimoveis1",""
"Anexo","14/01/2026","Luz","443,37","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182520&hash=6e92e7d39a5e07b02807b71803a9c9561f3b930e&filename=cairesimoveis1",""
"Anexo","","Outros","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182651&hash=986db15c6ba6420283acb766ea107ef16a3088e4&filename=cairesimoveis1",""
"Anexo","22/01/2026","Luz","535,63","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182517&hash=763330f4997aa197ac557576c0a19bfefcd9bf84&filename=cairesimoveis1",""
"Anexo","","Luz","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182663&hash=cc8e90c80a58088bf75341f6eec192854da7c120&filename=cairesimoveis1",""
"Anexo","14/01/2026","Pagamentos","3.290,00","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182505&hash=8777e548c28d7dd50e042d264f5a660934867307&filename=cairesimoveis1",""
"Anexo","","Nota Fiscal / Serviço","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=186004&hash=00955c0a6fc2345ff72bdf21fb3dcaf115898e69&filename=cairesimoveis1",""
"Anexo","","Internet","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182661&hash=2545d4699cd1ff5d052fb442621948bbffe9cd03&filename=cairesimoveis1",""
"Anexo","24/12/2025","Nota Fiscal / Serviço","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=194920&hash=10186496498f2e3ca7bb53421d865017663d6026&filename=cairesimoveis1",""
"Anexo","","Nota Fiscal / Produto","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=178431&hash=3a7964e9378d57ab0654cb63da13a599ca5c7219&filename=cairesimoveis1",""
"Anexo","","Erro","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=178432&hash=929aa64181c254549be6850aacb16089fdb7ad20&filename=cairesimoveis1","Falha ao processar imagem: tesseract is not installed or it's not in your PATH. See README file for more information."
"Anexo","14/01/2026","Pagamentos","569,41","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182470&hash=572eed626ca85387dc5c72363338472928db9699&filename=cairesimoveis1",""
"Anexo","","Nota Fiscal / Serviço","","Outras Retenções Cálculo do ISSQN devido no Município
NOTA FISCAL ELETRÔNICA DE SERVIÇO - NFS-e
Data e Hora da Emissão
Valor dos Serviços    R$
(-) Desconto Incondicionado
(-) Desconto Condicionado
(-) Retenções Federais
Outras Retenções
(-) ISS Retido
(=)  Valor Líquido        R$
Regime especial Tributação
Opção Simples Nacional
Incentivador Cultura
Endereço e Cep
CNPJ/CPF Inscrição Municipal Município
Número da
NFS-e
MUNICIPIO DE HORTOLANDIA
SECRETARIA MUNICIPAL DE FINANÇAS
295
06/01/2026 09:08:40 6/1/2026 FQFWVUF0Y
37.194.449/0001-48 58286 HORTOLANDIA - SP
RUA PLÍNIO PARDINI ,132 - PARQUE ORTOLÂNDIA CEP: 13184-205
(19)3054-2808 grupo.jaservicos@hotmail.com.br
PORTAL QUINTA DOS PINHEIROS
54233 HORTOLANDIA - SP
19991954892 processo@mecontabilidade.com.br
 
11.02 / 11.02.00 - Vigilância, Segurança Ou Monitoramento De Bens, Pessoas E Semoventes.
PRESTAÇÃO DE SERVIÇO DE PORTARIA, LIMPEZA E RONDA.
REFERENTE AOS SERVIÇOS PRESTADO NO PERÍODO DE 01/12/2025 Á 31/12/2025
VENCIMENTO: 12/01/2026
PARA TRANSFERÊNCIA BANCARIA
BANCO ITAÚ: C/C
AGENCIA: 7159
CONTA: 32810-8
CNPJ: 37.194.449/0001-48 (CHAVE PIX)
J A L SERVIÇOS DE PORTARIA E LIMPEZA LTDA
4.564,24
41.493,18
4.564,24
36.099,08
0-Nenhum
1 - Sim
2-Não
JAL SERVIÇOS DE PORTARIA E LIMPEZA LTDA
829,86
Natureza Operação
1-Tributação no município
46.028.481/0001-44
GERALDO COSTA CAMARGO ,555 - JARDIM SÃO BENTO CEP: 13187-115
Local da Prestação HORTOLANDIA - SP
Nome Fantasia GRUPO J.A.L SERVIÇOS
(=) Valor do ISS:      R$
(x) Alíquota  %
ISS a reter:
(-)  Desconto Incondicionado
(-)  Deduções permitidas em lei
Base de Cálculo
Valor dos Serviços   R$
829,86
(X) Sim () Não
2,00
41.493,18
41.493,18
Avisos
1- Uma via desta Nota Fiscal será enviada através do e-mail fornecido pelo Tomador dos Serviços.
2- A autenticidade desta Nota Fiscal poderá ser verificada no site, Hortolandia.ginfes.com.br com a utilização do Código de Verificação.
3 - Documento emitido por ME ou EPP optante pelo Simples Nacional.Não gera direito a crédito fiscal de ISS e IPI.","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182302&hash=887c088f749929cfc6715acd148d59af689cae6a&filename=cairesimoveis1",""
"Anexo","14/01/2026","Pagamentos","36.099,08","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=182475&hash=c7075b1dc4a2e745b7afa49e1d09872633295b9b&filename=cairesimoveis1",""
"Anexo","25/10/2025","Internet","104,95","Data de Vencimento
PORTAL QUINTA DOS PINHEIROS 25/10/2025
Número da Conta Cód. Débito Automático Número da Fatura Valor a Pagar (R$)
8999 2542 4308 899925424308-8 1995522944-0 104,95

Telefônica Brasil S/A
Av. Engenheiro Luiz Carlos Berrini,1376
CEP: 04571-936 - Sao Paulo - SP
CNPJ Matriz: 02.558.157/0001-62
CNPJ Emitente: 02.558.157/0001-62
www.vivo.com.br/meuvivoempresas
PÁGINA: 2/4
PRAZO DE PERMANÊNCIA
Apuração realizada conforme período de prestação de serviço da sua fatura
Oferta Detalhe da oferta Prazo Final
VIVO Fibra 700 Mega Empresas GT12 UFSP - Consulte extrato de compras/contrato
*A tabela acima apresenta a data de vencimento de sua fidelização mais próxima.","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=186037&hash=4b8c99b8f71bdeb412016e5a796316a94538887a&filename=cairesimoveis1",""
"Anexo","","Outros","104,95","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=186056&hash=b8176ffb85189566506f2f97eaf2507381a32503&filename=cairesimoveis1",""
"Anexo","29/01/2026","Pagamentos","104,95","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=186454&hash=47e084d673375680a63cf94915739c1b101033fd&filename=cairesimoveis1",""
"Anexo","","Erro","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=194579&hash=60d34e9513a7188c1b71b203249a2eac3935eb61&filename=cairesimoveis1",""
"Anexo","31/03/2025","Nota Fiscal / Serviço","","ELEVADORES ATLAS SCHINDLER LTDA
CNPJ/CPF:
00.028.986/0057-62
Insc. Municipal:
46711
Endereço:
LUIZ CURIACOS - PROFESSOR
Municipio:
PIRACICABA
UF:
SP
CEP:
13416-461
E-mail:
sao_fiscal_iss_prestados.br@schindler.com
Telefone:
4335218472
Insc. Estadual:
Bairro:
CIDADE JARDIM
Compl.:
N°:
251
Nome Fantasia:
 DADOS DO TOMADOR
Nome/Razão Social:
CNPJ/CPF:
46.028.481/0001-44
Endereço:
ESTRADA GERALDO COSTA CAMARGO
Municipio:
HORTOLÂNDIA
UF:
SP
E-mail:
PORTAL QUINTA DOS PINHEIROS
Insc. Estadual:
Telefone:
Insc. Municipal:
CEP:
13187-115
N°:
555
Bairro:
HORTOLANDIA
Compl.:
 Série:
E
 105652
 Número da Nota Fiscal
 PREFEITURA DO MUNICÍPIO DE PIRACICABA
 SECRETARIA MUNICIPAL DE FINANÇAS
 DIVISÃO DE FISCALIZAÇÃO
 DEPARTAMENTO DE ADMINISTRAÇÃO FAZENDÁRIA
Data Emissão:
31/03/2025
 Certificação:
 FFA44-2E349
 NOTA FISCAL DE SERVIÇOS ELETRÔNICA - NFS-E
 OUTRAS INFORMAÇÕES
Mês de Competência:
Recolhimento:
Sem Retenção
CNAE:
4329103
Tributação:
03/2025
Local do Recolhimento:
PIRACICABA/SP
Observações:
Dt 
Competencia:
Impresso em: 31/03/2025  às 12:21:47
Tributação por Faturamento (Variável)
Série RPS:
Nº RPS:
105655
E
 31/03/2025 11:58:15
O conteúdo deste documento fiscal é de inteira responsabilidade do emissor.
 DISCRIMINAÇÃO DO SERVIÇO
|SERVICOS REPARO 5132,14|EQUIPAMENTOS|EQUIPAMENTO 17012270960 / OFERTA 155604397 / ORDEM DE VENDA 58029732| NO VALOR TOTAL DE R$ 5132.14, 10 
PARCELAS A VENCER DIA 25 | VENCIMENTO: 25.04.2025|O PERCENTUAL APROXIMADO DOS TRIBUTOS INCIDENTES NESTA PRESTACAO DE SERVICOS E 13,45% TRIB. 
FEDERAL, 3,90% TRIB. MUNICIPAL-LEI N(O) 12741/12-FONTE IBPT
 
 ENQUADRAMENTO DO SERVIÇO
14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, 
aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).
 VALOR LÍQUIDO DA NOTA
 R$ 4.893,50
Valor Aproximado de Impostos: Federais R$ 0,00 Estaduais R$ 0,00 Municipais R$ 0,00
Recebi(emos) de: ELEVADORES ATLAS SCHINDLER LTDA
 NOTA FISCAL DE SERVIÇOS ELETRÔNICA
 ________/_____/____________
Os serviços constantes nesta Nota Fiscal de Serviços Eletrônica.
 ________________________________________________
 Certificação
 FFA44-2E349
 Número: 105652
 Assinatura do Recebedor
 Data
 R$ 0,00
 PIS:
 COFINS:
 INSS:
 IR:
 CSLL:
 R$ 33,36
 R$ 153,96
 R$ 0,00
 R$ 51,32
 Outras Retenções:
 R$ 0,00
 R$ 0,00
 Desconto Incondicionado:
 Desconto Condicionado:
 R$ 0,00
 5,0000%
Valor Total das Deduções:
 Base de Cálculo:
 Alíquota:
 Valor do ISS:
 R$ 0,00
 R$ 5.132,14
 R$ 256,61
 R$ 5.132,14
 VALOR BRUTO DA NOTA
 Valor Tributável:
 R$ 5.132,14
 Valor não Tributável:
 R$ 0,00
SERVICOS REPARO
 Sim
 1,00
 5132,14
 5.132,14
Item
 Tributável
 Qtde.
 Vl. Unitário R$
 Total R$","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=194580&hash=0f48f8b348930a5dba799805e035a3001c643977&filename=cairesimoveis1",""
"Anexo","14/01/2026","Pagamentos","400,21","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=194928&hash=3f6db948b0a67eb9d6de745654fc142273fa3109&filename=cairesimoveis1",""
"Anexo","","Erro","","","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=194578&hash=ff0d40c8f39721c4c1b2ce9e91d26ebc7724a542&filename=cairesimoveis1",""
"Anexo","11/02/2025","Nota Fiscal / Serviço","","ELEVADORES ATLAS SCHINDLER LTDA
CNPJ/CPF:
00.028.986/0057-62
Insc. Municipal:
46711
Endereço:
LUIZ CURIACOS - PROFESSOR
Municipio:
PIRACICABA
UF:
SP
CEP:
13416-461
E-mail:
sao_fiscal_iss_prestados.br@schindler.com
Telefone:
4335218472
Insc. Estadual:
Bairro:
CIDADE JARDIM
Compl.:
N°:
251
Nome Fantasia:
 DADOS DO TOMADOR
Nome/Razão Social:
CNPJ/CPF:
46.028.481/0001-44
Endereço:
ESTRADA GERALDO COSTA CAMARGO
Municipio:
HORTOLÂNDIA
UF:
SP
E-mail:
PORTAL QUINTA DOS PINHEIROS
Insc. Estadual:
Telefone:
Insc. Municipal:
CEP:
13187-115
N°:
555
Bairro:
HORTOLANDIA
Compl.:
 Série:
E
 104870
 Número da Nota Fiscal
 PREFEITURA DO MUNICÍPIO DE PIRACICABA
 SECRETARIA MUNICIPAL DE FINANÇAS
 DIVISÃO DE FISCALIZAÇÃO
 DEPARTAMENTO DE ADMINISTRAÇÃO FAZENDÁRIA
Data Emissão:
11/02/2025
 Certificação:
 3434B-4835D
 NOTA FISCAL DE SERVIÇOS ELETRÔNICA - NFS-E
 OUTRAS INFORMAÇÕES
Mês de Competência:
Recolhimento:
Sem Retenção
CNAE:
4329103
Tributação:
02/2025
Local do Recolhimento:
PIRACICABA/SP
Observações:
Dt 
Competencia:
Impresso em: 24/02/2025  às 07:43:34
Tributação por Faturamento (Variável)
Série RPS:
Nº RPS:
104870
E
 11/02/2025 16:01:03
O conteúdo deste documento fiscal é de inteira responsabilidade do emissor.
 DISCRIMINAÇÃO DO SERVIÇO
|SERVICOS REPARO 4197,66|EQUIPAMENTOS|EQUIPAMENTO 17012271050 / OFERTA 155357927 / ORDEM DE VENDA 57506168| NO VALOR TOTAL DE R$ 4197.66, 10 
PARCELAS A VENCER DIA 25 | VENCIMENTO: 25.03.2025|O PERCENTUAL APROXIMADO DOS TRIBUTOS INCIDENTES NESTA PRESTACAO DE SERVICOS E 13,45% TRIB. 
FEDERAL, 3,90% TRIB. MUNICIPAL-LEI N(O) 12741/12-FONTE IBPT
 
 ENQUADRAMENTO DO SERVIÇO
14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, 
aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).
 VALOR LÍQUIDO DA NOTA
 R$ 4.002,47
Valor Aproximado de Impostos: Federais R$ 0,00 Estaduais R$ 0,00 Municipais R$ 0,00
Recebi(emos) de: ELEVADORES ATLAS SCHINDLER LTDA
 NOTA FISCAL DE SERVIÇOS ELETRÔNICA
 ________/_____/____________
Os serviços constantes nesta Nota Fiscal de Serviços Eletrônica.
 ________________________________________________
 Certificação
 3434B-4835D
 Número: 104870
 Assinatura do Recebedor
 Data
 R$ 0,00
 PIS:
 COFINS:
 INSS:
 IR:
 CSLL:
 R$ 27,28
 R$ 125,93
 R$ 0,00
 R$ 41,98
 Outras Retenções:
 R$ 0,00
 R$ 0,00
 Desconto Incondicionado:
 Desconto Condicionado:
 R$ 0,00
 5,0000%
Valor Total das Deduções:
 Base de Cálculo:
 Alíquota:
 Valor do ISS:
 R$ 0,00
 R$ 4.197,66
 R$ 209,88
 R$ 4.197,66
 VALOR BRUTO DA NOTA
 Valor Tributável:
 R$ 4.197,66
 Valor não Tributável:
 R$ 0,00
SERVICOS REPARO
 Sim
 1,00
 4197,66
 4.197,66
Item
 Tributável
 Qtde.
 Vl. Unitário R$
 Total R$","https://cairesimoveis1.superlogica.net/clients/areadocondomino/publico/downloadarquivo?id=194581&hash=db59ab90d99dd3449d70451e53c64c0a25e35675&filename=cairesimoveis1",""
